Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts,TIDAL Popularity,Explicit Track
Glorious (feat. Skylar Grey),Glorious (feat. Skylar Grey),Macklemore,6/15/2017,QZ8TY1700001,"2,878",26,899431434,"111,427","17,437,639",72,345265852,3361539,277847,116647161,813589191,"142,496,161",58,"1,116",26,18,"41,140",13,"86,963,909","92,609","26,708,285","3,585,978",,1
Alone,Black Panther: Wakanda Forever - Music From and Inspired By,Burna Boy,11/4/2022,USHR12244832,"2,875",26,139783785,"44,303","5,375,418",63,37874489,402994,41400,17092754,129948415,644,25,"5,116",1,11,"109,328",14,"3,097,330","2,488","4,553,795","2,203,339",,0
Delicate,reputation,Taylor Swift,11/10/2017,USCJY1750007,"2,885",26,987770768,"58,856","33,732,271",75,593364271,4837607,33676,20092439,130537420,"78,802,662",81,"139,497",30,17,"234,356",55,"168,036,238","64,405",,"3,928,542",,0
Labios Mordidos (with KAROL G),Labios Mordidos (with KAROL G),Kali Uchis,11/24/2023,USUM72315069,"2,883",26,91553012,"8,921","15,207,574",,48246407,514286,321,234356,,"381,759,122",20,"6,121",126,36,"7,295,757",9,"6,723,078","1,095","483,249","196,870",,0
"No Me Conocen (Remix) [con DUKI, Rei & Tiago PZK]","No Me Conocen (Remix) [con DUKI, Rei & Tiago PZK]",BANDIDO,6/16/2021,UYB282113006,"2,892",25.9,203081704,"47,164","7,286,295",59,409311269,2277370,,,,"31,484,427",12,324,,4,"21,147",4,"19,948",,,"373,244",,0
Ni**as In Paris,Watch the Throne (Deluxe),JAY-Z,1/1/2011,USUM71111621,"2,899",25.9,1436087930,"296,520","56,557,390",76,444307904,3150622,37473,21427059,199117216,"16,347,538",159,"49,872",3,47,"70,698",51,"106,302,435","446,924",,"10,189,462",,1
Be My Lover (feat. La Bouche) - 2023 Mix,Be My Lover (feat. La Bouche) [2023 Mix],Hypaton,4/21/2023,DEE862300656,"2,893",25.9,136778408,"38,192","48,561,484",74,,,1937,301660,16053583,,31,"27,969",,59,"1,248,462",30,"887,691",205,"1,317,255","936,908",,0
Butterfly x Boom - Remix,Butterfly x Boom (Remix),LEA,1/13/2022,HKK972201900,"2,897",25.9,,382,"26,476",,,,3700884,12129705,201918963,,,,,,,,,,,"85,064",,0
On The Radar Freestyle,On The Radar Freestyle,Drake,7/26/2023,USLD91749183,"2,894",25.9,86155124,"34,804","13,487,736",62,17603372,566251,4799,2344363,21751158,"465,664",22,884,1,1,"12,802",18,"1,836,178","1,081",,"260,921",,1
Forever (feat. Fridayy),It's Only Me,Lil Baby,10/14/2022,USUG12207233,"2,906",25.9,101717995,"43,236","7,266,342",61,28422099,327967,63,1372,15743,,18,"3,843",932,3,"908,794",,"96,992,333","15,344",,"1,196,752",,1
Bang Bang,Todo Exitos 2014 (Los N��mero 1 Del A,Jessie J,1/1/2014,USUM71409737,"2,895",25.9,1336196012,"120,161","65,089,226",72,321959140,3114933,22465,36410479,243157936,"2,330",164,"30,904",140,107,"1,187,886",53,"520,899,844","621,488",,"6,269,103",,0
Reminder,Starboy,The Weeknd,11/25/2016,USUG11600998,"2,890",25.9,1015965940,"125,348","27,076,169",77,530807213,3439489,515202,51866413,445032303,"14,016,821",56,"5,219",68,37,"270,027",3,"71,957,016","35,326","7,071,878","3,869,271",,1
"""Slut!"" (Taylor's Version) (From The Vault)",1989 (Taylor's Version),Taylor Swift,10/26/2023,USUG12306687,"2,908",25.9,265932119,"15,133","21,522,387",,10688311,218021,57311,24038841,148790467,"1,023,354,836",14,"6,497",5,19,"512,287",33,"2,649,309","1,180",,"362,874",,0
icantbelieveiletyougetaway,icantbelieveiletyougetaway,aldn,5/31/2024,QZMEQ2463576,"2,896",25.9,3162942,520,"4,539,512",63,247697,13414,15900,,,,,,,,,,"3,490",26,"366,782","46,746",,0
Harmless Python,INKUBATOR,Hot Lemon,2/25/2023,USCGJ2325873,"2,905",25.9,,,,,307570754,3929196,,,,"10,540,020",,1,,,,,,,,,,0
Funk Estranho,Funk Estranho - Single,prod.67,5/31/2024,QZNWR2410858,"2,902",25.9,3589,,,15,,,,,,,1,,,,,,,,,"589,007",,0
Yo No Soy Celoso,Un Verano Sin Ti,Bad Bunny,5/6/2022,QM6MZ2214880,"2,901",25.9,370800055,"49,381","6,786,167",68,130681979,909372,9631,12486570,123346772,"20,198,310",8,"1,209",,1,"4,012",1,"11,215,211","2,417","3,831,965","336,808",,1
Head Shoulders Knees & Toes (feat. Norma Jean Martine),Head Shoulders Knees & Toes (feat. Norma Jean Martine),Ofenbach,5/8/2020,FRY682000003,"2,909",25.9,437558372,"91,322","17,073,985",65,131588669,803725,52346,9680657,88146717,"46,616,431",97,"213,903",,80,"3,693,604",15,"4,728,071","5,923",,"3,913,562",,0
JEALOUSY (feat. Cardi B),JEALOUSY (feat. Cardi B),Offset,7/28/2023,USUM72311135,"2,907",25.9,58058696,"20,289","18,874,374",56,31124272,674922,8543,7585680,62820921,"267,510,966",18,"35,668",359,11,"189,549",35,"18,553,797","2,371",,"519,567",,1
Clash (feat. Stormzy),Clash (feat. Stormzy),Dave,7/8/2021,GBUM72103840,"2,898",25.9,237619076,"109,634","9,288,222",61,83880421,827499,29127,12773383,121310762,"13,321,285",68,"6,889",6,10,"95,781",21,"248,457",109,,"995,591",,1
Salt,Salt (The Remixes),Ava Max,12/12/2019,USAT21906991,"2,891",25.9,388802420,"56,080","8,025,213",62,267992366,1873271,416848,90667312,1836584524,"16,367,818",49,"178,796",,41,"423,672",6,"36,658,628","20,389","6,142,628","4,056,404",,0
Fire On Fire,Fire On Fire,Sam Smith,12/21/2018,GBUM71807533,"2,900",25.9,697834321,"85,430","22,166,821",70,408377555,3474229,845344,162079342,1362132192,"462,620,095",23,"3,131",,11,"104,452",9,"39,317,515","45,186",,"4,296,434",,0
Problema,Problema,Carlos Agassi,9/27/2023,TCAHM2313718,"2,904",25.9,125395,32,"2,558",,,,1100739,21961859,325076048,,,,,,,,,,,380,,1
Shoong! (feat. LISA of BLACKPINK),Down to Earth,TAEYANG,4/25/2023,KSA002300722,"2,903",25.9,156994096,"14,231","5,565,204",61,147699486,22687,15086,27140570,180459570,"53,993,902",17,"3,500",18,3,"19,908",11,"959,435",375,,"628,505",,0
"Leave Em Alone (Layton Greene, Lil Baby feat. City Girls, PnB Rock)",Leave Em Alone (with Lil Baby & City Girls feat. PnB Rock),Quality Control,5/29/2019,USUG11900730,"2,931",25.8,239850720,"49,483","7,561,353",58,137567703,1400248,494841,93154485,592960684,"14,347,458",20,15,,4,205,9,"74,465,169","23,860","51,398,155","2,282,568",,1
Boyz In Paris (with VINAI),Boyz In Paris (with VINAI),Marnik,7/28/2023,FR9W12333643,"2,919",25.8,136709117,"28,764","62,770,976",73,5623146,62157,1046,438190,11060327,"3,380,195",34,"17,195",,72,"1,464,103",16,,,,"1,065,826",,1
3 Nights,"Don't Forget About Me, Demos",Dominic Fike,10/16/2018,USQX91802455,"2,929",25.8,987061577,"170,786","42,953,760",73,118458946,1182389,87128,32067807,219224269,"5,644,556",164,"5,728",178,65,"915,322",27,"18,478,625","37,571",,"5,057,667",,0
Ngozi,Trench to Triumph,Crayon,7/21/2023,US23A1567556,"2,928",25.8,48581084,"11,373","7,780,743",65,35448614,206819,549399,23105995,270727164,"65,962,506",38,"3,397",9,2,"51,430",22,"21,965",146,,"1,291,258",,0
i am not who i was,i am not who i was - Single,Chance Pe�,9/21/2023,QZTPX2322912,"2,910",25.8,188215390,"24,322","21,529,351",,3624497,,6448,2220665,21944041,"29,364,635",6,"1,022",217,3,"1,026,164",,"9,796,656",668,,"222,417",,0
Single Again,Single Again,Harmonize,2/19/2023,HKC371724447,"2,915",25.8,,3,4,,31741874,229907,1904084,16348061,230507109,,,,,,,,,,,,,0
July,July,Noah Cyrus,7/31/2019,USQX91901092,"2,927",25.8,977870118,"115,565","34,759,006",80,122949402,1540598,177051,97555124,348624319,"4,872,508",64,"20,650",257,42,"258,576",17,"120,010,927","66,285",,"1,097,743",,0
Perro Fiel (feat. Nicky Jam),El Dorado,Shakira,5/26/2017,USSD11700143,"2,911",25.8,433482670,"36,243","15,506,067",62,1080335262,3910533,389080,26721389,415634670,"162,147,951",49,"14,262",59,24,"279,219",29,"83,819,443","30,684",,"3,345,147",,0
Andamos Mejor,Andamos Mejor,Los Gemelos De Sinaloa,1/24/2022,USDXS2200425,"2,930",25.8,209092342,"22,379","7,376,777",63,265900557,1262410,246700,11562330,200533647,186,6,20,,,,6,"71,876,275","11,600",,"443,034",,0
Drag Me Down,Drag Me Down,One Direction,7/31/2015,GBHMU1500070,"2,921",25.8,1125333823,"110,189","62,083,784",76,1124359897,10115690,139963,23957571,175883717,"548,604,090",88,"17,232",89,45,"582,485",22,,,,"4,226,136",,0
Tu Turrito,Tu Turrito,Rei,5/4/2022,UYB282208022,"2,918",25.8,187818818,"26,770","6,270,168",57,291692983,1352658,154200,30899907,365176711,"757,784",8,"2,741",,8,"55,693",2,,,,"187,231",,0
greedy,greedy (Official Video),Tate McRae,9/14/2023,USRV82300987,"2,913",25.8,1256101755,,,,,,,,,,,,,,,,,,,,,1
���� ����������,���� ����������,ANNA ASTI,6/3/2022,RUA1D2242027,"2,922",25.8,21081306,"7,633","496,465",51,375871120,962835,31931,3332788,74908911,"27,887,420",20,"1,266",,,,,,,,"1,180,992",,0
Meet Me At Our Spot,THE ANXIETY,THE ANXIETY,3/13/2020,QMJMT2002693,"2,923",25.8,609716786,"136,864","31,328,182",69,280056,4102,182019,153184031,1195714328,,57,"2,436","1,626",22,"24,028",18,"42,232,240","43,579","5,318,764","3,251,229",,1
Get Off The Wall,Get Off The Wall,Philly Goats,6/2/2023,USUM72307453,"2,926",25.8,8470479,"2,776","1,823,591",43,8291412,112395,1400151,60596180,503891783,,2,277,11,,,3,"467,480","1,111",,"170,102",,1
It'll Be Okay,It'll Be Okay,Shawn Mendes,12/1/2021,USUM72122321,"2,925",25.8,344658498,"61,117","28,999,986",65,114495950,2357556,130670,165436212,1514925086,"1,423,088,796",58,"50,031",97,36,"1,186,938",22,"20,569,697","3,821",,"1,497,439",,0
"Cay�� La Noche (feat. Cruz Cafun��, Abhir Hathi, Bejo, EL IMA)","Cay�� La Noche (feat. Cruz Cafun��, Abhir Hathi, Bejo, EL IMA)",La Pantera,1/14/2022,ES5152101308,"2,924",25.8,283228006,"63,076","8,936,948",62,169044728,998010,147165,84459330,906688195,"237,830,514",13,"4,039",,8,"12,464",22,,,,"696,795",,1
Stereo Hearts (feat. Adam Levine),Megahits 2012 - Die Erste,Gym Class Heroes,1/1/2011,USAT21101071,"2,916",25.8,1318596835,"240,081","51,289,471",74,1141964928,11343690,409892,126261133,1056131649,"1,178,523,905",43,"67,874",42,26,"104,829",7,,,,"14,060,987",,0
Number 2,Number 2 / Never Last,Lil Tecca,5/3/2024,USUM72404634,"2,914",25.8,20742763,"3,204","22,484,728",,,,,,,,11,33,4,1,"296,367",6,"326,922",83,"721,526",,,1
Tuesday (feat. Drake),Tuesday (feat. Drake),ILOVEMAKONNEN,9/1/2014,USWB11402508,"2,912",25.8,242892279,"50,948","9,808,482",56,11099856,107229,66764,15206207,106882417,"75,417",6,30,,5,"2,005",15,"395,833,412","482,127","105,948,813","1,544,862",,1
Killshot,Killshot,Eminem,9/19/2018,USUM71814876,"2,920",25.8,415971193,"67,750","12,353,206",66,596108481,7991689,22969,10336311,119866465,"24,772,235",7,496,,4,"290,313",11,"178,229,694","110,006",,"507,667",,1
Cart��o B,Cart��o B,MC Caverinha,5/11/2023,BRRGE2300377,"2,917",25.8,143421339,"23,431","7,023,908",63,108239669,1037417,40500,12310702,125638371,"5,015,995",6,449,,14,"399,034",10,,,,"75,108",,0
Jai Jai Shivshankar (The Unwind Mix),The Unwind Mix,Benny Dayal,5/7/2022,INY092200047,"2,945",25.7,6355,1,12,,490930106,2737821,,,,"1,252,385",,,,,,,,,,,,0
Fuck Niggaz,Fuck Niggaz,YoungBoy Never Broke Again,2/6/2024,USUG12400657,"2,937",25.7,11393565,"3,743","3,570,364",,8173541,207558,,,,"1,879,137,711",1,8,1,,,,"2,623,375",880,"4,469,045","169,424",,1
Drama (feat. Drake),Exis,Roy Woods,7/31/2015,USWB11508706,"2,932",25.7,497826683,"86,867","18,364,841",64,83526342,699022,100693,22169211,178226220,"448,347",4,231,8,8,"8,559",2,,,"137,005,114","1,308,034",,1
Entre Nosotros,Entre Nosotros,Tiago PZK,7/8/2021,ARGT32100004,"2,935",25.7,472107491,"65,462","8,388,402",63,221630313,1721936,121905,37557078,295962547,,25,"5,418",31,4,"19,286",7,"1,413,561","2,071",,"1,367,342",,0
Lucky You (feat. Joyner Lucas),Kamikaze,Eminem,8/31/2018,USUM71813334,"2,944",25.7,709560621,"98,164","26,325,717",68,478624672,5771617,3776,1994779,19887287,"5,774,727",48,"1,798",15,15,"282,597",19,"138,039,395","45,377","3,163,011","1,461,359",,1
Casanova,Casanova,Soolking,12/7/2023,FRPZ92346900,"2,940",25.7,68705759,"12,259","10,918,400",73,31447677,196411,,1130,111700,"69,933,889",23,"9,271",,32,"1,541,609",20,,,,"465,456",,0
Fruto,en dormir sin Madrid,Bizarrap,10/3/2023,UYB282301044,"2,938",25.7,188131570,"21,455","9,973,821",,23791636,267266,3639,867907,13208632,"1,485,906",3,"2,131",,6,"28,215",20,"21,481",118,,"205,456",,0
Bandana,Bandana,Fireboy DML,7/13/2022,USUYG1433884,"2,934",25.7,118971684,"31,855","4,511,954",63,14545093,88499,1215978,15330860,169166011,,53,"8,313",6,6,"462,602",29,"2,603,667",748,,"3,424,214",,1
the perfect pair,Beatopia,beabadoobee,7/15/2022,GBK3W2202093,"2,936",25.7,230129740,"56,091","10,688,364",72,34590747,614842,93552,53961135,369833975,"4,625,790",13,"25,825",131,3,"16,868",17,"479,950","1,776","3,697,209","409,448",,0
F.N.F. (Let's Go),F.N.F. (Let's Go) - Single,Hitkidd,5/3/2022,QZRD92201643,"2,948",25.7,68460285,"16,340","2,772,856",54,107349472,1053855,75908,44299693,301331608,"475,299,208",21,"168,821",976,1,891,30,,,"8,529,821","676,048",,1
Falling Angel,Falling Angel,HCTM,8/13/2022,SGB502232845,"2,942",25.7,72997,79,"42,003",14,32345,813,2800259,54293951,1159454840,,,,,,,,,,,"10,193",,0
Sofia,Sofia,Clairo,7/26/2019,US4HB1900086,"2,946",25.7,728920951,"143,829","36,926,488",74,168855750,2336018,107125,55770176,313505897,"72,209",75,"37,776",179,20,"128,326",63,"9,827,957","20,739",,"1,829,791",,0
Speed Drive (From Barbie The Album),Speed Drive (From Barbie The Album),Charli xcx,6/29/2023,USAT22306163,"2,943",25.7,222975612,"22,763","17,412,929",67,22571591,343660,163194,71994032,770931522,"13,940",,"20,572",821,12,"221,955",,"7,051,002","3,762",,,,0
A N X I E T Y (feat. Doechii),Boy Meets World,Sleepy Hallow,9/15/2023,USRC12202650,"2,939",25.7,63607535,"28,203","6,565,433",,7769494,107161,7102,2436874,21062791,,6,"9,892",441,14,"181,610",20,"2,021,815",746,,"288,746",,1
Forever,Euphoria (Original Score from the HBO Series),Labrinth,10/4/2019,USQX91902499,"2,949",25.7,321892912,"74,664","17,317,980",62,71926168,1129180,3600000,905260724,11338513351,"2,223,763",16,285,162,11,"38,455",3,"1,993,633","4,777",,"2,306,775",,0
SLUT ME OUT 2,SLUT ME OUT 2,NLE Choppa,4/12/2024,USWB12401318,"2,947",25.7,21488710,"2,617","7,228,064",72,,,,329169,2503565,,11,812,,2,"55,279",18,"702,427","2,091","1,623,733","116,381",,1
He Ya Pyar Sajena,He Ya Pyar Sajena,TOADI,9/30/2022,SGB502283597,"2,941",25.7,3574,3,20,1,,,2605592,7545187,312937612,,,,,,,,,,,"1,260",,0
Silent Hill,Mr. Morale & The Big Steppers,Kendrick Lamar,5/13/2022,USUM72208981,"2,933",25.7,151507054,"63,279","7,054,692",63,46312741,658950,4105,2019515,19198685,"299,341,436",24,"53,408",663,4,"44,675",22,"34,835,337","5,706",,"641,828",,1
The Autotrem 1.0,The Autotrem 1.0 - Single,DJ RICK 013,6/8/2023,QM3DF2224166,"2,950",25.7,45821951,"10,088","13,570,884",63,30710090,461516,924639,47616112,637314253,,2,,,,,,,,,"404,939",,0
Revenge,Revenge,XXXTENTACION,5/18/2017,USUYG1142409,"2,955",25.6,1356969354,"13,248","2,447,818",53,74514608,1012321,,,,212,6,,,,,,,,"120,102,744",,,1
Attention,NewJeans 1st EP 'New Jeans',NewJeans,8/1/2022,USA2P2230221,"2,962",25.6,384965888,"32,389","10,240,290",72,174618135,3601820,107394,93982619,745435770,"193,192,586",18,"4,715",16,2,"2,400",13,"731,316","1,227",,"378,304",,0
Spring Snow,"Lovely Runner, Pt. 8 (Original Soundtrack)",10CM,5/14/2024,KRA492400665,"2,968",25.6,18800716,"1,180","12,952,009",73,7398997,168846,,,,,12,52,,,,,"4,319",12,,"193,276",,0
Tshwala Bam (feat. S.N.E) - Remix,Tshwala Bam (feat. S.N.E) [Remix],TitoM,5/12/2024,ZA56E2416068,"2,957",25.6,13092462,"1,818","13,699,750",75,,,,,,,46,"1,286",,11,"470,272",38,"218,056",194,,"468,483",,0
Halls na L��,Halls na L��,Kadu Martins,3/24/2023,BRTS22300004,"2,969",25.6,150516046,"13,034","10,626,005",63,146315225,673901,288400,23319532,269119367,"225,214",6,,,19,"847,205",5,,,,,,0
21 Reasons (feat. Ella Henderson),21 Reasons (feat. Ella Henderson),Nathan Dawe,4/29/2022,GBAHS2200261,"2,964",25.6,305830522,"49,204","75,701,853",70,33342986,195870,9907,3779521,88167309,"2,477,288,175",88,"130,577",,44,"784,381",30,"136,071",182,,"1,765,444",,0
Yeshua (dance cruise),YESHUA (dance cruise) - Single,Dj Bentoa,4/22/2023,QZHNB2325204,"2,975",25.6,4546579,"2,741","77,751",3,2359297,31587,1500000,12810334,242636617,,2,48,,,,,,,,"1,189,899",,0
Zaalim,Zaalim,Badshah,2/24/2024,INS182400465,"2,966",25.6,7682285,243,"651,177",,63874916,507287,,,,"308,909,728",,10,,,,11,,,,"26,541",,0
Aa,Aa,Roach Killa,9/28/2023,GBMW42301521,"2,963",25.6,22552299,"1,850","2,721,792",,136381379,1340784,,,,"946,681,826",,678,,,,5,,,,"180,207",,0
Rojo,Rojo,J Balvin,2/27/2020,USUM72001732,"2,970",25.6,606603985,"69,772","18,110,265",68,411037239,3771065,220606,11033545,118448922,"44,214,850",117,"27,391",470,48,"398,594",16,"33,865,711","7,931",,"1,148,458",,0
Wonder,Wonder,Shawn Mendes,10/2/2020,USUM72018522,"2,965",25.6,595220757,"70,162","30,030,265",63,147218521,3004385,240319,98444287,783096025,"37,319,723",123,"150,637",207,28,"959,405",46,"37,981,648","14,822",,"1,620,195",,0
Search Bar,Search Bar,NANI,3/17/2023,GBMJG2304014,"2,971",25.6,6610,15,122,,291003266,1151687,,,,34,,4,,,,,,,,11,,0
Mu��ekita (with El Alfa & JT from City Gi,Mu��ekita (with El Alfa & JT from City Gi,Kali Uchis,8/4/2023,USUM72311229,"2,967",25.6,96105220,"17,341","10,481,728",60,40245884,594327,253268,62889421,531122265,"82,583",16,"2,188",69,16,"179,869",44,"1,583,340","1,130","742,848","443,624",,1
Midnight City,"Hurry Up, We're Dreaming",M83,1/1/2011,GB55H1100002,"2,954",25.6,1081517243,"260,318","54,789,811",72,82397805,1125466,198377,93354945,1010922723,"1,793,433",171,"76,348",154,101,"813,923",65,"593,332,165","435,775",,"14,591,951",,0
Better Together,What You See Is What You Get,Luke Combs,11/8/2019,US6XF1800183,"2,953",25.6,356603747,"49,050","9,648,670",69,177522757,963031,230846,40924132,290236180,"241,022,862",22,"191,240",30,3,"5,860",17,"226,949,796","90,020",,"1,161,234",,0
Sal y Perrea,42,Sech,4/15/2021,QM9WM2100010,"2,952",25.6,266525796,"49,242","13,991,180",57,195376978,1221210,1345600,137030763,1268200579,"8,141,977",37,"12,713",23,8,"36,046",17,"19,618,476","3,164",,"647,891",,0
IDGAF (feat. Chris Brown and Mariah the Scientist),Tee's Coney Island,Tee Grizzley,11/2/2023,USAT22311000,"2,973",25.6,20520983,65,"29,213",,,,,,,,1,"130,720",,,,,,,,,,0
drunk text,drunk text,Henry Moodie,1/27/2023,GBARL2202513,"2,961",25.6,238841927,"21,346","34,578,100",81,116840454,948904,20779,4155809,75170850,"472,723,306",25,"10,016",3,14,"191,813",16,"156,080",275,,"705,603",,0
UNA NOCHE EN MEDELL��N - R,MA��ANA SER�� BONITO (BICHOTA,KAROL G,8/10/2023,USUG12305258,"2,959",25.6,192439879,"16,960","28,438,488",73,53961405,347263,84218,8041478,134541936,,14,,,13,"2,464,704",12,"9,220,102","1,150",,"213,623",,1
Ginza,Ginza,J Balvin,6/23/2015,MXUM71501907,"2,974",25.6,521328627,"64,734","21,473,531",70,1067816466,5198462,33185,18603137,122727381,"257,780,993",125,"18,715",519,54,"929,374",59,"221,490,314","134,205",,"8,748,575",,0
Hari Hari Odhani,Hari Hari Odhani,Pawan Singh,11/4/2022,INS7A2268218,"2,960",25.6,35308201,954,"297,281",58,344702201,2125668,3992,67043,825399,,,,,,,,,,,,,0
AM Remix,AM Remix,Nio Garcia,6/24/2021,QMBZ92185047,"2,956",25.6,571325612,"91,249","39,134,041",66,71477120,340270,50,995,20390,,89,"20,797",11,19,"298,331",61,"47,749,041","6,786",,"833,419",,1
Baby Me Atende,Baby Me Atende,Matheus Fernandes,2/26/2021,BRWNV2100001,"2,951",25.6,258464933,"26,029","9,231,717",50,544475392,2878528,140939,9191410,150293932,"243,981,722",36,"9,835",,41,"371,980",6,,,,"289,070",,0
Hello Koun,Hello Koun,Ritesh Pandey,12/9/2019,INT501947392,"2,972",25.6,4078322,178,"28,394",18,987792547,3856264,38386,947262,10568686,"23,808,458",,,,,,,,,,"14,707",,0
La Jeepeta,La Jeepeta,Nio Garcia,1/2/2020,QMFMF1907946,"2,958",25.6,80772450,"17,494","2,936,226",45,863475923,3921294,10800,3668888,24174846,"15,003,867",3,"3,529",,2,208,31,"6,217,592","8,328",,"237,885",,1
Jumpman,What A Time To Be Alive,Drake,9/20/2015,USCM51500300,"2,994",25.5,820380309,"115,960","29,602,345",64,148373482,954330,1239950,5335752,33118908,"1,390,247",187,"12,214",16,34,"272,333",31,"610,262,729","303,867",,"2,988,035",,1
Creatures in Heaven,Creatures In Heaven,Glass Animals,4/3/2024,GBUM72310164,"2,979",25.5,18564601,"3,063","11,762,071",,1512853,39971,,,,"17,203,895",38,"20,218",3,27,"327,799",42,"1,071,295",313,"88,252","120,498",,0
